city,city_code,state,state_code,region,region_code,flag_geography
Harrisburg,harrisburg,Arkansas,3,"Memphis, TN",640,0
Harrison,harrison,Arkansas,3,"Springfield, MO",619,0
Hartford,hartford,Arkansas,3,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,0
Hattieville,hattieville,Arkansas,3,"Little Rock-Pine Bluff, AR",693,0
Hazen,hazen,Arkansas,3,"Little Rock-Pine Bluff, AR",693,0
Heber Springs,heber springs,Arkansas,3,"Little Rock-Pine Bluff, AR",693,0
Hector,hector,Arkansas,3,"Little Rock-Pine Bluff, AR",693,0
Helena,helena,Arkansas,3,"Memphis, TN",640,0
Higden,higden,Arkansas,3,"Little Rock-Pine Bluff, AR",693,0
Hope,hope,Arkansas,3,"Shreveport, LA",612,0
Hot Springs National Park,hot springs national park,Arkansas,3,"Little Rock-Pine Bluff, AR",693,0
Hot Springs Village,hot springs village,Arkansas,3,"Little Rock-Pine Bluff, AR",693,0
Hoxie,hoxie,Arkansas,3,"Jonesboro, AR",734,0
Humphrey,humphrey,Arkansas,3,"Little Rock-Pine Bluff, AR",693,0
Huntsville,huntsville,Arkansas,3,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,0
Imboden,imboden,Arkansas,3,"Jonesboro, AR",734,0
Jacksonville,jacksonville,Arkansas,3,"Little Rock-Pine Bluff, AR",693,0
Jasper,jasper,Arkansas,3,"Springfield, MO",619,0
Jessieville,jessieville,Arkansas,3,"Little Rock-Pine Bluff, AR",693,0
Joiner,joiner,Arkansas,3,"Memphis, TN",640,0
Jonesboro,jonesboro,Arkansas,3,"Jonesboro, AR",734,0
Keiser,keiser,Arkansas,3,"Memphis, TN",640,1
Kensett,kensett,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Lake Village,lake village,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Lavaca,lavaca,Arkansas,3,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1
Lead Hill,lead hill,Arkansas,3,"Springfield, MO",619,1
Lepanto,lepanto,Arkansas,3,"Memphis, TN",640,1
Leslie,leslie,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Little Rock,little rock,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Little Rock Air Force Base,little rock air force base,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Lockesburg,lockesburg,Arkansas,3,"Shreveport, LA",612,1
London,london,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Lonoke,lonoke,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Lowell,lowell,Arkansas,3,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1
Luxora,luxora,Arkansas,3,"Memphis, TN",640,1
Lynn,lynn,Arkansas,3,"Jonesboro, AR",734,1
Mabelvale,mabelvale,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Magnolia,magnolia,Arkansas,3,"Shreveport, LA",612,1
Malvern,malvern,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Mammoth Spring,mammoth spring,Arkansas,3,"Springfield, MO",619,1
Mansfield,mansfield,Arkansas,3,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1
Marianna,marianna,Arkansas,3,"Memphis, TN",640,1
Marion,marion,Arkansas,3,"Memphis, TN",640,1
Marked Tree,marked tree,Arkansas,3,"Memphis, TN",640,1
Marmaduke,marmaduke,Arkansas,3,"Jonesboro, AR",734,1
Marshall,marshall,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Maumelle,maumelle,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Maynard,maynard,Arkansas,3,"Jonesboro, AR",734,1
McCrory,mccrory,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
McGehee,mcgehee,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
McRae,mcrae,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Melbourne,melbourne,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Mena,mena,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Monticello,monticello,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Morrilton,morrilton,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Mount Holly,mount holly,Arkansas,3,"Monroe, LA-El Dorado, AR",628,1
Mount Ida,mount ida,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Mount Pleasant,mount pleasant,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Mount Vernon,mount vernon,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Mountain Home,mountain home,Arkansas,3,"Springfield, MO",619,1
Mountain View,mountain view,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Mountainburg,mountainburg,Arkansas,3,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1
Nashville,nashville,Arkansas,3,"Shreveport, LA",612,1
Newark,newark,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Newport,newport,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Norfork,norfork,Arkansas,3,"Springfield, MO",619,1
Norman,norman,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
North Little Rock,north little rock,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Osceola,osceola,Arkansas,3,"Memphis, TN",640,1
Ozark,ozark,Arkansas,3,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1
Palestine,palestine,Arkansas,3,"Memphis, TN",640,1
Paragould,paragould,Arkansas,3,"Jonesboro, AR",734,1
Paris,paris,Arkansas,3,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1
Pea Ridge,pea ridge,Arkansas,3,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1
Pearcy,pearcy,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Piggott,piggott,Arkansas,3,"Jonesboro, AR",734,1
Pine Bluff,pine bluff,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Plainview,plainview,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Plumerville,plumerville,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Pocahontas,pocahontas,Arkansas,3,"Jonesboro, AR",734,1
Poplar Grove,poplar grove,Arkansas,3,"Memphis, TN",640,1
Pottsville,pottsville,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Prairie Grove,prairie grove,Arkansas,3,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1
Prescott,prescott,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Quitman,quitman,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Rector,rector,Arkansas,3,"Jonesboro, AR",734,1
Rison,rison,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Rogers,rogers,Arkansas,3,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1
Romance,romance,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Rosston,rosston,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Russellville,russellville,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Salem,salem,Arkansas,3,"Springfield, MO",619,1
Scotland,scotland,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Searcy,searcy,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Sheridan,sheridan,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Sherwood,sherwood,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Siloam Springs,siloam springs,Arkansas,3,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1
Smackover,smackover,Arkansas,3,"Monroe, LA-El Dorado, AR",628,1
Springdale,springdale,Arkansas,3,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1
Stamps,stamps,Arkansas,3,"Shreveport, LA",612,1
Star City,star city,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Stuttgart,stuttgart,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Subiaco,subiaco,Arkansas,3,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1
Sulphur Rock,sulphur rock,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Swifton,swifton,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Texarkana,texarkana,Arkansas,3,"Shreveport, LA",612,1
Timbo,timbo,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Tontitown,tontitown,Arkansas,3,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1
Trumann,trumann,Arkansas,3,"Memphis, TN",640,1
Valley Springs,valley springs,Arkansas,3,"Springfield, MO",619,1
Van Buren,van buren,Arkansas,3,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1
Vilonia,vilonia,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Waldo,waldo,Arkansas,3,"Shreveport, LA",612,1
Waldron,waldron,Arkansas,3,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1
Walnut Ridge,walnut ridge,Arkansas,3,"Jonesboro, AR",734,1
Ward,ward,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Warren,warren,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Washington,washington,Arkansas,3,"Shreveport, LA",612,1
Weiner,weiner,Arkansas,3,"Memphis, TN",640,1
West Fork,west fork,Arkansas,3,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1
West Helena,west helena,Arkansas,3,"Memphis, TN",640,1
West Memphis,west memphis,Arkansas,3,"Memphis, TN",640,1
White Hall,white hall,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Winslow,winslow,Arkansas,3,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1
Wiseman,wiseman,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Wrightsville,wrightsville,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Wynne,wynne,Arkansas,3,"Memphis, TN",640,1
Yellville,yellville,Arkansas,3,"Springfield, MO",619,1
Blue Eye,blue eye,Arkansas,3,"Springfield, MO",619,1
Hampton,hampton,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Hatfield,hatfield,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Helena-West Helena,helena-west helena,Arkansas,3,"Memphis, TN",640,1
Hot Springs,hot springs,Arkansas,3,"Little Rock-Pine Bluff, AR",693,1
Lincoln,lincoln,Arkansas,3,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1
Ajo,ajo,Arizona,4,"Tucson (Sierra Vista), AZ",789,1
Alpine,alpine,Arizona,4,"Phoenix, AZ",753,1
Amado,amado,Arizona,4,"Tucson (Sierra Vista), AZ",789,1
Apache Junction,apache junction,Arizona,4,"Phoenix, AZ",753,1
Arizona City,arizona city,Arizona,4,"Phoenix, AZ",753,1
Ash Fork,ash fork,Arizona,4,"Phoenix, AZ",753,1
Avondale,avondale,Arizona,4,"Phoenix, AZ",753,1
Benson,benson,Arizona,4,"Tucson (Sierra Vista), AZ",789,1
Bisbee,bisbee,Arizona,4,"Tucson (Sierra Vista), AZ",789,1
Buckeye,buckeye,Arizona,4,"Phoenix, AZ",753,1
Bullhead City,bullhead city,Arizona,4,"Phoenix, AZ",753,1
Camp Verde,camp verde,Arizona,4,"Phoenix, AZ",753,1
Carefree,carefree,Arizona,4,"Phoenix, AZ",753,1
Casa Grande,casa grande,Arizona,4,"Phoenix, AZ",753,1
Catalina,catalina,Arizona,4,"Tucson (Sierra Vista), AZ",789,1
Cave Creek,cave creek,Arizona,4,"Phoenix, AZ",753,1
Central,central,Arizona,4,"Phoenix, AZ",753,1
Chandler,chandler,Arizona,4,"Phoenix, AZ",753,1
Chinle,chinle,Arizona,4,"Albuquerque-Santa Fe, NM",790,1
Chino Valley,chino valley,Arizona,4,"Phoenix, AZ",753,1
Clarkdale,clarkdale,Arizona,4,"Phoenix, AZ",753,1
Clifton,clifton,Arizona,4,"Phoenix, AZ",753,1
Cochise,cochise,Arizona,4,"Tucson (Sierra Vista), AZ",789,1
Colorado City,colorado city,Arizona,4,"Phoenix, AZ",753,1
Congress,congress,Arizona,4,"Phoenix, AZ",753,1
Coolidge,coolidge,Arizona,4,"Phoenix, AZ",753,1
Cortaro,cortaro,Arizona,4,"Tucson (Sierra Vista), AZ",789,1
Cottonwood,cottonwood,Arizona,4,"Phoenix, AZ",753,1
Dateland,dateland,Arizona,4,"Yuma, AZ-El Centro, CA",771,1
Dewey,dewey,Arizona,4,"Phoenix, AZ",753,1
Douglas,douglas,Arizona,4,"Tucson (Sierra Vista), AZ",789,1
Duncan,duncan,Arizona,4,"Phoenix, AZ",753,1
Ehrenberg,ehrenberg,Arizona,4,"Phoenix, AZ",753,1
El Mirage,el mirage,Arizona,4,"Phoenix, AZ",753,1
Elgin,elgin,Arizona,4,"Tucson (Sierra Vista), AZ",789,1
Eloy,eloy,Arizona,4,"Phoenix, AZ",753,1
Flagstaff,flagstaff,Arizona,4,"Phoenix, AZ",753,1
Florence,florence,Arizona,4,"Phoenix, AZ",753,1
Fountain Hills,fountain hills,Arizona,4,"Phoenix, AZ",753,1
Fredonia,fredonia,Arizona,4,"Phoenix, AZ",753,1
Fort Defiance,fort defiance,Arizona,4,"Albuquerque-Santa Fe, NM",790,1
Fort Huachuca,fort huachuca,Arizona,4,"Tucson (Sierra Vista), AZ",789,1
Fort Mohave,fort mohave,Arizona,4,"Phoenix, AZ",753,1
Fort Thomas,fort thomas,Arizona,4,"Phoenix, AZ",753,1
Ganado,ganado,Arizona,4,"Albuquerque-Santa Fe, NM",790,1
Gila Bend,gila bend,Arizona,4,"Phoenix, AZ",753,1
Gilbert,gilbert,Arizona,4,"Phoenix, AZ",753,1
Glendale,glendale,Arizona,4,"Phoenix, AZ",753,1
Globe,globe,Arizona,4,"Phoenix, AZ",753,1
Goodyear,goodyear,Arizona,4,"Phoenix, AZ",753,1
Grand Canyon National Park,grand canyon national park,Arizona,4,"Phoenix, AZ",753,1
Green Valley,green valley,Arizona,4,"Tucson (Sierra Vista), AZ",789,1
Hayden,hayden,Arizona,4,"Phoenix, AZ",753,1
Heber,heber,Arizona,4,"Phoenix, AZ",753,1
Higley,higley,Arizona,4,"Phoenix, AZ",753,1
Holbrook,holbrook,Arizona,4,"Phoenix, AZ",753,1
Hotevilla-Bacavi,hotevilla-bacavi,Arizona,4,"Phoenix, AZ",753,1
Joseph City,joseph city,Arizona,4,"Phoenix, AZ",753,1
Kayenta,kayenta,Arizona,4,"Phoenix, AZ",753,1
Keams Canyon,keams canyon,Arizona,4,"Phoenix, AZ",753,1
Kearny,kearny,Arizona,4,"Phoenix, AZ",753,1
Kingman,kingman,Arizona,4,"Phoenix, AZ",753,1
Kykotsmovi Village,kykotsmovi village,Arizona,4,"Phoenix, AZ",753,1
Lake Havasu City,lake havasu city,Arizona,4,"Phoenix, AZ",753,1
Lake Montezuma,lake montezuma,Arizona,4,"Phoenix, AZ",753,1
Lakeside,lakeside,Arizona,4,"Phoenix, AZ",753,1
Litchfield Park,litchfield park,Arizona,4,"Phoenix, AZ",753,1
Littlefield,littlefield,Arizona,4,"Phoenix, AZ",753,1
Luke AFB,luke afb,Arizona,4,"Phoenix, AZ",753,1
Mammoth,mammoth,Arizona,4,"Phoenix, AZ",753,1
Many Farms,many farms,Arizona,4,"Albuquerque-Santa Fe, NM",790,1
Marana,marana,Arizona,4,"Tucson (Sierra Vista), AZ",789,1
Maricopa,maricopa,Arizona,4,"Phoenix, AZ",753,1
Mayer,mayer,Arizona,4,"Phoenix, AZ",753,1
Mesa,mesa,Arizona,4,"Phoenix, AZ",753,1
Miami,miami,Arizona,4,"Phoenix, AZ",753,1
Mohave Valley,mohave valley,Arizona,4,"Phoenix, AZ",753,1
Morenci,morenci,Arizona,4,"Phoenix, AZ",753,1
Morristown,morristown,Arizona,4,"Phoenix, AZ",753,1
Naco,naco,Arizona,4,"Tucson (Sierra Vista), AZ",789,1
New River,new river,Arizona,4,"Phoenix, AZ",753,1
Nogales,nogales,Arizona,4,"Tucson (Sierra Vista), AZ",789,1
Oracle,oracle,Arizona,4,"Phoenix, AZ",753,1
Page,page,Arizona,4,"Phoenix, AZ",753,1
Palo Verde,palo verde,Arizona,4,"Phoenix, AZ",753,1
Paradise Valley,paradise valley,Arizona,4,"Phoenix, AZ",753,1
Parker,parker,Arizona,4,"Phoenix, AZ",753,1
Parks,parks,Arizona,4,"Phoenix, AZ",753,1
Payson,payson,Arizona,4,"Phoenix, AZ",753,1
Peoria,peoria,Arizona,4,"Phoenix, AZ",753,1
Phoenix,phoenix,Arizona,4,"Phoenix, AZ",753,1
Pima,pima,Arizona,4,"Phoenix, AZ",753,1
Pinetop,pinetop,Arizona,4,"Phoenix, AZ",753,1
Poston,poston,Arizona,4,"Phoenix, AZ",753,1
Prescott,prescott,Arizona,4,"Phoenix, AZ",753,1
Prescott Valley,prescott valley,Arizona,4,"Phoenix, AZ",753,1
Quartzsite,quartzsite,Arizona,4,"Phoenix, AZ",753,1
Queen Creek,queen creek,Arizona,4,"Phoenix, AZ",753,1
Red Rock,red rock,Arizona,4,"Phoenix, AZ",753,1
Rio Rico,rio rico,Arizona,4,"Tucson (Sierra Vista), AZ",789,1
Rio Verde,rio verde,Arizona,4,"Phoenix, AZ",753,1
Sacaton,sacaton,Arizona,4,"Phoenix, AZ",753,1
Safford,safford,Arizona,4,"Phoenix, AZ",753,1
Sahuarita,sahuarita,Arizona,4,"Tucson (Sierra Vista), AZ",789,1
Salome,salome,Arizona,4,"Phoenix, AZ",753,1
San Carlos,san carlos,Arizona,4,"Phoenix, AZ",753,1
San Luis,san luis,Arizona,4,"Yuma, AZ-El Centro, CA",771,1
San Manuel,san manuel,Arizona,4,"Phoenix, AZ",753,1
San Simon,san simon,Arizona,4,"Tucson (Sierra Vista), AZ",789,1
Sanders,sanders,Arizona,4,"Albuquerque-Santa Fe, NM",790,1
Scottsdale,scottsdale,Arizona,4,"Phoenix, AZ",753,1
Sedona,sedona,Arizona,4,"Phoenix, AZ",753,1
Seligman,seligman,Arizona,4,"Phoenix, AZ",753,1
Sells,sells,Arizona,4,"Tucson (Sierra Vista), AZ",789,1
Show Low,show low,Arizona,4,"Phoenix, AZ",753,1
Sierra Vista,sierra vista,Arizona,4,"Tucson (Sierra Vista), AZ",789,1
Skull Valley,skull valley,Arizona,4,"Phoenix, AZ",753,1
Snowflake,snowflake,Arizona,4,"Phoenix, AZ",753,1
Solomon,solomon,Arizona,4,"Phoenix, AZ",753,1
Somerton,somerton,Arizona,4,"Yuma, AZ-El Centro, CA",771,1
Springerville,springerville,Arizona,4,"Phoenix, AZ",753,1
Saint David,saint david,Arizona,4,"Tucson (Sierra Vista), AZ",789,1
Saint Johns,saint johns,Arizona,4,"Phoenix, AZ",753,1
Saint Michaels,saint michaels,Arizona,4,"Albuquerque-Santa Fe, NM",790,1
Stanfield,stanfield,Arizona,4,"Phoenix, AZ",753,1
Sun City,sun city,Arizona,4,"Phoenix, AZ",753,1
Sun City West,sun city west,Arizona,4,"Phoenix, AZ",753,1
Superior,superior,Arizona,4,"Phoenix, AZ",753,1
Surprise,surprise,Arizona,4,"Phoenix, AZ",753,1
Teec Nos Pos,teec nos pos,Arizona,4,"Albuquerque-Santa Fe, NM",790,1
Tempe,tempe,Arizona,4,"Phoenix, AZ",753,1
Thatcher,thatcher,Arizona,4,"Phoenix, AZ",753,1
Tolleson,tolleson,Arizona,4,"Phoenix, AZ",753,1
Tombstone,tombstone,Arizona,4,"Tucson (Sierra Vista), AZ",789,1
Tonopah,tonopah,Arizona,4,"Phoenix, AZ",753,1
Topawa,topawa,Arizona,4,"Tucson (Sierra Vista), AZ",789,1
Tuba City,tuba city,Arizona,4,"Phoenix, AZ",753,1
Tucson,tucson,Arizona,4,"Tucson (Sierra Vista), AZ",789,1
Vail,vail,Arizona,4,"Tucson (Sierra Vista), AZ",789,1
Waddell,waddell,Arizona,4,"Phoenix, AZ",753,1
Wellton,wellton,Arizona,4,"Yuma, AZ-El Centro, CA",771,1
Whiteriver,whiteriver,Arizona,4,"Phoenix, AZ",753,1
Wickenburg,wickenburg,Arizona,4,"Phoenix, AZ",753,1
Wikieup,wikieup,Arizona,4,"Phoenix, AZ",753,1
Willcox,willcox,Arizona,4,"Tucson (Sierra Vista), AZ",789,1
Williams,williams,Arizona,4,"Phoenix, AZ",753,1
Window Rock,window rock,Arizona,4,"Albuquerque-Santa Fe, NM",790,1
Winkelman,winkelman,Arizona,4,"Phoenix, AZ",753,1
Winslow,winslow,Arizona,4,"Phoenix, AZ",753,1
Wittmann,wittmann,Arizona,4,"Phoenix, AZ",753,1
Youngtown,youngtown,Arizona,4,"Phoenix, AZ",753,1
Yuma,yuma,Arizona,4,"Yuma, AZ-El Centro, CA",771,1
Casas Adobes,casas adobes,Arizona,4,"Tucson (Sierra Vista), AZ",789,1
Catalina Foothills,catalina foothills,Arizona,4,"Tucson (Sierra Vista), AZ",789,1
Corona de Tucson,corona de tucson,Arizona,4,"Tucson (Sierra Vista), AZ",789,1
Drexel Heights,drexel heights,Arizona,4,"Tucson (Sierra Vista), AZ",789,1
Fortuna Foothills,fortuna foothills,Arizona,4,"Yuma, AZ-El Centro, CA",771,1
Gold Canyon,gold canyon,Arizona,4,"Phoenix, AZ",753,1
Grand Canyon Village,grand canyon village,Arizona,4,"Phoenix, AZ",753,1
Oro Valley,oro valley,Arizona,4,"Tucson (Sierra Vista), AZ",789,1
Pinetop-Lakeside,pinetop-lakeside,Arizona,4,"Phoenix, AZ",753,1
San Tan Valley,san tan valley,Arizona,4,"Phoenix, AZ",753,1
Sun Lakes,sun lakes,Arizona,4,"Phoenix, AZ",753,1
Tanque Verde,tanque verde,Arizona,4,"Tucson (Sierra Vista), AZ",789,1
Tusayan,tusayan,Arizona,4,"Phoenix, AZ",753,1
Valencia West,valencia west,Arizona,4,"Tucson (Sierra Vista), AZ",789,1
Village of Oak Creek,village of oak creek,Arizona,4,"Phoenix, AZ",753,1
Acton,acton,California,5,"Los Angeles, CA",803,1
Adelanto,adelanto,California,5,"Los Angeles, CA",803,1
Agoura Hills,agoura hills,California,5,"Los Angeles, CA",803,1
Alameda,alameda,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Alamo,alamo,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Albany,albany,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Albion,albion,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Alhambra,alhambra,California,5,"Los Angeles, CA",803,1
Aliso Viejo,aliso viejo,California,5,"Los Angeles, CA",803,1
Alleghany,alleghany,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Alpaugh,alpaugh,California,5,"Fresno-Visalia, CA",866,1
Alpine,alpine,California,5,"San Diego, CA",825,1
Alta,alta,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Altadena,altadena,California,5,"Los Angeles, CA",803,1
Altaville,altaville,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Alturas,alturas,California,5,"Chico-Redding, CA",868,1
American Canyon,american canyon,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Anaheim,anaheim,California,5,"Los Angeles, CA",803,1
Anderson,anderson,California,5,"Chico-Redding, CA",868,1
Angels Camp,angels camp,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Angwin,angwin,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Annapolis,annapolis,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Antelope,antelope,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Antioch,antioch,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Apple Valley,apple valley,California,5,"Los Angeles, CA",803,1
Aptos,aptos,California,5,"Monterey-Salinas, CA",828,1
Arbuckle,arbuckle,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Arcadia,arcadia,California,5,"Los Angeles, CA",803,1
Arcata,arcata,California,5,"Eureka, CA",802,1
Arnold,arnold,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Aromas,aromas,California,5,"Monterey-Salinas, CA",828,1
Arroyo Grande,arroyo grande,California,5,"Santa Barbara-Santa Maria-San Luis Obispo, CA",855,1
Artesia,artesia,California,5,"Los Angeles, CA",803,1
Arvin,arvin,California,5,"Bakersfield, CA",800,1
Atascadero,atascadero,California,5,"Santa Barbara-Santa Maria-San Luis Obispo, CA",855,1
Atherton,atherton,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Atwater,atwater,California,5,"Fresno-Visalia, CA",866,1
Auberry,auberry,California,5,"Fresno-Visalia, CA",866,1
Auburn,auburn,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Avalon,avalon,California,5,"Los Angeles, CA",803,1
Avenal,avenal,California,5,"Fresno-Visalia, CA",866,1
Avila Beach,avila beach,California,5,"Santa Barbara-Santa Maria-San Luis Obispo, CA",855,1
Azusa,azusa,California,5,"Los Angeles, CA",803,1
Badger,badger,California,5,"Fresno-Visalia, CA",866,1
Baker,baker,California,5,"Los Angeles, CA",803,1
Bakersfield,bakersfield,California,5,"Bakersfield, CA",800,1
Baldwin Park,baldwin park,California,5,"Los Angeles, CA",803,1
Bangor,bangor,California,5,"Chico-Redding, CA",868,1
Banning,banning,California,5,"Los Angeles, CA",803,1
Barstow,barstow,California,5,"Los Angeles, CA",803,1
Beale AFB,beale afb,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Beaumont,beaumont,California,5,"Los Angeles, CA",803,1
Bell,bell,California,5,"Los Angeles, CA",803,1
Bell Gardens,bell gardens,California,5,"Los Angeles, CA",803,1
Bella Vista,bella vista,California,5,"Chico-Redding, CA",868,1
Bellflower,bellflower,California,5,"Los Angeles, CA",803,1
Belmont,belmont,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Belvedere Tiburon,belvedere tiburon,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Ben Lomond,ben lomond,California,5,"Monterey-Salinas, CA",828,1
Benicia,benicia,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Berkeley,berkeley,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Bethel Island,bethel island,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Beverly Hills,beverly hills,California,5,"Los Angeles, CA",803,1
Big Bear,big bear,California,5,"Los Angeles, CA",803,1
Big Bear Lake,big bear lake,California,5,"Los Angeles, CA",803,1
Big Bend,big bend,California,5,"Chico-Redding, CA",868,1
Big Creek,big creek,California,5,"Fresno-Visalia, CA",866,1
Groveland-Big Oak Flat,groveland-big oak flat,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Big Pine,big pine,California,5,"Los Angeles, CA",803,1
Big Sur,big sur,California,5,"Monterey-Salinas, CA",828,1
Biggs,biggs,California,5,"Chico-Redding, CA",868,1
Bishop,bishop,California,5,"Los Angeles, CA",803,1
Blairsden-Graeagle,blairsden-graeagle,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Bloomington,bloomington,California,5,"Los Angeles, CA",803,1
Blue Jay,blue jay,California,5,"Los Angeles, CA",803,1
Blue Lake,blue lake,California,5,"Eureka, CA",802,1
Blythe,blythe,California,5,"Los Angeles, CA",803,1
Bodega Bay,bodega bay,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Bolinas,bolinas,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Bonsall,bonsall,California,5,"San Diego, CA",825,1
Boonville,boonville,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Boron,boron,California,5,"Los Angeles, CA",803,1
Borrego Springs,borrego springs,California,5,"San Diego, CA",825,1
Boulder Creek,boulder creek,California,5,"Monterey-Salinas, CA",828,1
Boyes Hot Springs,boyes hot springs,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Bradley,bradley,California,5,"Monterey-Salinas, CA",828,1
